"transaction_id","transaction_date","customer_name","phone_number","category","item_name","item_size","color","quantity","price_per_unit","discount_percentage","total_amount","payment_mode","branch_name","sales_rep_name"
"69","2023-12-07","Walk-in","NA","Men","Jeans","XXL","Navy","2","399","0","798.0","Card","Main Market","Sneha"
"70","11/24/2023","Anil Kumar","0932048996","Accessories","Wallet","One Size","Maroon","1","199","10","179.1","UPI","Mall Road","House Account"
"71","2023-03-02","Walk-in","1006231203","Kids","Shirt","XL","Black","1","399","0","399.0","Card","","AMIT"
"72","2023-04-08","Walk-in","NA","Men","Trousers","XL","Pink","2","0","20","0.0","UPI","Main Market","Priya"
"73","2024-07-07","Pooja Verma","2185016315","Kids","t-shirt","L","Red","2","299","10","538.2","Other","Mall Road","AMIT"
"74","12/29/2024","Pooja Verma","1104754121","Accessories","Wallet","One Size","Maroon","1","99","0","99.0","Cash","Main Market","House Account"
"75","2023-05-23","Sunita Sharma","2126464715","Men","Kurta","XL","Red","1","599","0","599.0","UPI","Mall Road","Priya"
"76","2023-11-25","Ramesh Gupta","2654793564","Women","Leggings","XL","Yellow","3","1199.00","10","3237.3","UPI","Main Market","Rahul"
"77","04/09/24","Pooja Verma","6805891135","Accessories","Wallet","One Size","Blue","1","299","10","269.1","Other","Mall Road","House Account"
"78","26/01/23","Walk-in","1125457387","Accessories","Belt","Free Size","Green","2","299","0","0.0","Cash","","Priya"
"79","17/10/24","Pooja Verma","NoContact","Men","Jacket","S","Black","1","1299","0","1299.0","Card","Main Market","Sneha"
"80","2023-11-17","Pooja Verma","9155792499","Women","LEGGINGS","XXL","Blue","1","1999","0","0.0","Cash","Mall Road","Amit"
"81","03-01-2024","ANJALI","NoContact","Accessories","cap","One Size","Maroon","1","399","0","399.0","Card","Mall Road","AMIT"
"82","30/01/25","Walk-in","9148580783","Accessories","Cap","Free Size","Blue","1","0","0","0.0","Cash","Mall Road","Vikas"
"83","2024-06-29","Walk-in","NA","Kids","T Shirt","S","White","1","399","10","359.1","UPI","","Priya"
"84","2024-08-14","Pooja Verma","1168457759","Women","Dupatta","S","Green","3","1599","10","4317.3","Card","","House Account"
"85","18-12-2023","Walk-in","NoContact","Men","Jacket","M","Maroon","2","1499","0","0.0","Cash","Mall Road","AMIT"
"86","2024-10-02","Ramesh Gupta","1103712938","Men","Trousers","M","Green","1","499","0","499.0","Card","","Amit"
"87","11/24/2024","Walk-in","0927532697","Accessories","Belt","One Size","Blue","1","99","20","0.0","Card","Mall Road","rahul"
"88","2024-02-06","Walk-in","3761379180","Kids","Frock","L","Blue","1","399","0","399.0","Card","Station Branch","Amit"
"89","19/12/24","Walk-in","8924141832","Accessories","Belt","Free Size","Red","1","99","0","99.0","Cash","Mall Road","rahul"
"90","2023-12-22","Walk-in","4252410564","Women","Kurti","S","Maroon","1","899","10","809.1","UPI","Mall Road","Rahul"
"91","08-09-2023","ANJALI","2208635365","Accessories","socks","One Size","Black","2","399","0","798.0","Cash","Main Market","Sneha"
"92","2023-11-08","Ramesh Gupta","9738320603","Men","TROUSERS","Standard","Green","1","0","0","0.0","Other","Mall Road","Vikas"
"93","17/01/24","Walk-in","8261990623","Men","T-Shirt","XL","Grey","3","0","0","0.0","Card","Mall Road","AMIT"
"94","01/08/23","Sunita Sharma","1124903521","Kids","FROCK","Standard","Black","1","199","0","199.0","Cash","Main Market","rahul"
"95","17-01-2024","Sunita Sharma","1013721510","Accessories","Socks","Free Size","Grey","1","0","0","0.0","Card","Main Market","rahul"
"96","2025-06-22","ANJALI","NoContact","Accessories","Wallet","Free Size","Black","1","0","0","0.0","UPI","Main Market","Rahul"
"97","12/07/23","Walk-in","7010393087","Women","Saree","XXL","Yellow","2","0","0","0.0","Cash","Mall Road","Rahul"
"98","11/06/23","ANJALI","2895392644","Men","t-shirt","S","Pink","2","1499","0","2998.0","Card","Station Branch","Rahul"
"99","2023-04-01","ANJALI","NoContact","Women","Top","XXL","White","1","1199","0","1199.0","Cash","","Rahul"
"100","08/19/2023","ANJALI","NoContact","Men","Trousers","XL","Black","1","799","0","799.0","Cash","Main Market","House Account"
"101","07/30/2023","Pooja Verma","8444310698","Women","dress","S","Pink","2","599.00","0","1198.0","Other","","AMIT"
"102","2024-10-19","Pooja Verma","NA","Women","Kurti","M","Black","1","599","10","539.1","UPI","Mall Road","AMIT"
"103","10/05/25","Walk-in","8793741608","Kids","Frock","XXL","Red","1","199","0","199.0","Card","Main Market","Amit"
"104","06-04-2025","Walk-in","6854870998","Women","Dupatta","M","Red","3","349","0","1047.0","Cash","Main Market","Priya"
"105","2025-06-29","Ramesh Gupta","NoContact","Kids","Shorts","L","Maroon","2","499","0","998.0","Card","Mall Road","Vikas"
"106","21/02/24","Walk-in","0821486289","Kids","SHIRT","M","Black","2","499","0","998.0","UPI","Main Market","AMIT"
"107","2024-08-23","Anil Kumar","4140602933","Men","Jeans","L","Yellow","1","1499","0","1499.0","Other","Main Market","AMIT"
"108","2024-06-17","Pooja Verma","0858994417","Women","palazzo","XXL","Red","1","599.00","0","599.0","UPI","","Vikas"
"109","2023-02-06","Ramesh Gupta","3875842824","Women","Saree","S","Navy","1","1599","0","1599.0","Cash","","House Account"
"110","2024-08-17","Walk-in","3816846022","Men","T-Shirt","M","Green","3","799","0","2397.0","Cash","Mall Road","Amit"
"111","09-03-2025","Walk-in","6667600835","Men","Trousers","M","Yellow","1","1299","0","1299.0","Cash","","Sneha"
"112","30-07-2023","Sunita Sharma","1849926189","Accessories","Scarf","Free Size","Blue","1","99","0","99.0","UPI","Mall Road","Sneha"
"113","30-06-2025","Walk-in","2557941552","Accessories","Scarf","One Size","Red","2","99","10","178.20000000000002","Card","Mall Road","Amit"
"114","06/20/2025","ANJALI","1670145089","Men","T-Shirt","M","Blue","1","799","0","799.0","UPI","Main Market","rahul"
"115","08/02/25","Anil Kumar","NA","Women","Dress","Standard","Black","3","1999","0","5997.0","Other","Mall Road","rahul"
"116","2024-07-24","Walk-in","9948837550","Women","Kurti","XL","Navy","2","349","0","0.0","Other","Mall Road","AMIT"
"117","30/01/25","Walk-in","3316373516","Men","Shirt","S","Yellow","1","599","0","599.0","Card","Mall Road","Amit"
"118","31/05/24","Pooja Verma","3465472269","Accessories","Belt","One Size","Navy","1","399","0","399.0","UPI","","Sneha"
"119","07/08/24","Walk-in","6081062003","Women","Saree","L","Black","2","1599","0","3198.0","Cash","Main Market","Vikas"
"120","26/01/24","Pooja Verma","5800439735","Women","Dupatta","L","Grey","3","1199","0","0.0","UPI","Mall Road","Amit"
"121","08-06-2023","Walk-in","9094798515","Men","t-shirt","XXL","Blue","2","799","0","1598.0","UPI","Station Branch","rahul"
"122","21/12/23","Ramesh Gupta","9930561648","Men","Jeans","M","Yellow","1","599","10","539.1","UPI","Mall Road","AMIT"
"123","2023-07-30","Pooja Verma","1207501102","Men","Jeans","L","Pink","1","399","10","359.1","Card","Mall Road","rahul"
"124","2025-03-16","Walk-in","7660728326","Accessories","Scarf","One Size","Blue","1","0","10","0.0","Other","Mall Road","Rahul"
"125","06/08/2024","Walk-in","NA","Women","Kurti","S","Navy","2","899","0","1798.0","Other","Station Branch","Rahul"
"126","03/13/2023","Anil Kumar","5949299556","Accessories","SOCKS","One Size","Blue","1","399.00","0","399.0","Other","Mall Road","Vikas"
"127","07/05/2024","Sunita Sharma","1108099693","Kids","Frock","XL","Grey","2","399","0","798.0","Cash","Mall Road","rahul"
"128","10-04-2024","Walk-in","5184498926","Kids","T-Shirt","XL","White","3","0","0","0.0","Card","Main Market","rahul"
"129","30/04/25","Walk-in","2984257991","Women","kurti","L","Black","2","899","10","1618.2","UPI","","rahul"
"130","02/01/23","Walk-in","0863765991","Women","TOP","M","Grey","1","1199","10","1079.1000000000001","UPI","Station Branch","rahul"
"131","2024-08-22","Sunita Sharma","6959463688","Kids","Frock","S","Navy","1","199","0","199.0","Card","","rahul"
"132","02/23/2023","Pooja Verma","0127961143","Women","DUPATTA","M","Grey","1","1599","0","1599.0","Other","Station Branch","Vikas"
"133","21-11-2024","Anil Kumar","NA","Men","jacket","XL","Grey","2","0","0","0.0","Card","Mall Road","rahul"
"134","2024-02-18","Walk-in","6818184518","Accessories","Socks","Free Size","Blue","3","399","0","1197.0","Card","Station Branch","AMIT"
"135","10/11/24","Walk-in","8075957947","Accessories","Wallet","Free Size","Green","3","149","10","402.3","UPI","Main Market","Rahul"
"136","2024-01-24","Walk-in","9428434795","Accessories","Cap","One Size","Maroon","1","299","0","299.0","Card","Mall Road","AMIT"
"137","05-04-2025","Walk-in","2885744890","Women","top","XXL","White","1","349","10","314.1","Other","Main Market","AMIT"
"138","2024-08-13","Walk-in","NA","Kids","Shorts","L","Pink","3","0","0","0.0","Card","","AMIT"
"139","2023-11-18","Sunita Sharma","9647598762","Men","Trousers","XL","Black","3","1499","0","4497.0","Cash","Main Market","Amit"
"140","25/06/25","Sunita Sharma","NA","Accessories","BELT","Free Size","Grey","1","299","0","299.0","UPI","Main Market","Rahul"
"141","2025-02-05","Pooja Verma","8457831745","Men","Blazer","L","Grey","2","799.00","0","1598.0","Cash","Mall Road","Vikas"
"142","02/09/2024","Walk-in","6634163894","Accessories","Socks","One Size","Grey","2","199","0","398.0","Cash","Main Market","Amit"
"143","24-03-2024","Ramesh Gupta","NoContact","Kids","T Shirt","XXL","Grey","2","499","0","0.0","Card","Mall Road","AMIT"
"144","02/25/2025","Pooja Verma","7303718376","Men","JEANS","M","Red","3","599","0","1797.0","UPI","Station Branch","Priya"
"145","02/25/2025","Pooja Verma","7303718376","Men","JEANS","M","Red","3","599","0","1797.0","UPI","Station Branch","Priya"
"146","03/19/2025","Walk-in","9792513271","Kids","Shirt","M","Yellow","1","299","0","299.0","Card","","Amit"
"147","2024-11-05","Pooja Verma","NA","Accessories","Scarf","One Size","Grey","1","149","0","149.0","UPI","Mall Road","rahul"
"148","02/02/24","Walk-in","9405391037","Kids","T-SHIRT","XXL","Blue","1","299","0","299.0","Card","Mall Road","Rahul"
"149","2023-07-03","Walk-in","1957612286","Kids","T-SHIRT","L","Blue","1","199","0","199.0","Card","Station Branch","House Account"
"150","01-01-2023","Sunita Sharma","8240433504","Kids","Shirt","L","Navy","1","299","0","299.0","Card","Mall Road","Amit"
"151","2025-04-25","Walk-in","4096105566","Women","Leggings","XXL","White","1","599","10","539.1","Cash","","rahul"
"152","2024-09-01","Walk-in","NoContact","Men","Jeans","L","Pink","2","999","0","1998.0","Card","Main Market","AMIT"
"153","2024-09-22","Ramesh Gupta","NA","Men","Kurta","L","Blue","1","799","0","799.0","UPI","Main Market","Priya"
"154","02/15/2023","Ramesh Gupta","2110392405","Accessories","Cap","Free Size","White","3","199","0","597.0","UPI","Main Market","Sneha"
"155","09-01-2023","Pooja Verma","5104636815","Kids","shirt","S","Maroon","3","199","0","597.0","UPI","","Rahul"
"156","10-10-2023","Sunita Sharma","0843256216","Men","T-Shirt","L","Grey","2","799","10","0.0","UPI","Main Market","rahul"
"157","19/05/23","Walk-in","9251881252","Kids","Shorts","XXL","Black","3","299","0","897.0","Card","","Vikas"
"158","09/03/25","Walk-in","9752677223","Women","Dupatta","S","Black","1","349","0","349.0","Card","Main Market","Sneha"
"159","2025-01-30","Walk-in","0817703886","Women","kurti","XL","Navy","3","1599","10","4317.3","UPI","Mall Road","AMIT"
"160","2024-08-22","Walk-in","5702793714","Accessories","Scarf","One Size","Black","2","399","10","718.2","Cash","Main Market","AMIT"
"161","05/29/2023","Walk-in","4742123094","Kids","Tshirt","XXL","Navy","2","499","10","898.2","UPI","Mall Road","Sneha"
"162","2023-02-26","Walk-in","NoContact","Women","Top","XL","Maroon","2","349","10","628.2","Card","Main Market","Rahul"
"163","24-01-2024","Pooja Verma","1472145868","Men","trousers","Standard","Green","1","999","0","999.0","Other","Station Branch","Priya"
"164","24/05/24","Walk-in","3430107139","Accessories","Socks","One Size","Navy","1","399","0","399.0","Cash","","Sneha"
"165","06/29/2023","Anil Kumar","7702727857","Kids","SHORTS","L","Green","1","399","0","399.0","Other","Mall Road","Rahul"
"166","06/29/2023","Anil Kumar","7702727857","Kids","SHORTS","L","Green","1","399","0","399.0","Other","Mall Road","Rahul"
"167","2023-04-30","Anil Kumar","4617357438","Women","Top","L","Blue","3","599","0","1797.0","Card","Station Branch","Rahul"
"168","30-07-2023","ANJALI","8104091570","Accessories","socks","Free Size","Yellow","3","199","0","597.0","UPI","","Sneha"
"169","2023-11-23","Walk-in","4932149587","Kids","Frock","L","Green","1","499","0","499.0","Card","Main Market","Priya"
"170","08/04/2024","Walk-in","7174773329","Accessories","cap","One Size","Navy","2","149","10","268.2","Card","Mall Road","AMIT"
"171","26-03-2025","Anil Kumar","1487696393","Accessories","BELT","One Size","Blue","2","149","0","298.0","UPI","Mall Road","rahul"
"172","2023-03-13","Walk-in","9657013290","Kids","frock","S","Navy","1","199","0","199.0","Card","Main Market","Sneha"
"173","24-02-2023","Walk-in","5140369656","Kids","Shorts","XL","Yellow","1","199","0","199.0","UPI","Mall Road","House Account"
"174","05/04/25","ANJALI","9692786876","Accessories","Wallet","Free Size","Black","1","149","0","149.0","UPI","","Vikas"
"175","2023-03-22","Walk-in","NA","Accessories","Socks","Free Size","Red","1","99","15","84.149999999999992","Other","","Vikas"
"176","2025-02-06","Sunita Sharma","NoContact","Men","Jeans","XL","Grey","1","999","0","0.0","UPI","","Rahul"
"177","08/28/2024","ANJALI","2437280512","Kids","SHIRT","M","Pink","3","399","20","957.6","Card","Main Market","AMIT"
"178","28/08/23","Pooja Verma","2860476580","Women","Saree","S","Green","1","1999","10","1799.1000000000001","UPI","","Vikas"
"179","12/07/2024","Anil Kumar","0106181753","Kids","Shorts","S","Green","2","499","20","798.40000000000009","UPI","","Sneha"
"180","11/10/23","Anil Kumar","1406650442","Men","BLAZER","S","Navy","1","499","0","499.0","Card","Main Market","Amit"
"181","08/02/23","Sunita Sharma","NA","Accessories","WALLET","One Size","Green","1","99","0","99.0","Card","Mall Road","rahul"
"182","24-10-2024","Anil Kumar","5174328063","Accessories","Belt","Free Size","Maroon","1","99","0","99.0","Card","Main Market","AMIT"
"183","05-04-2024","Walk-in","5061387829","Women","Saree","M","Red","2","1199","0","0.0","Cash","Mall Road","Rahul"
"184","2025-03-29","Ramesh Gupta","NoContact","Women","palazzo","S","Black","2","349.00","10","628.2","Other","Mall Road","House Account"
"185","07/20/2024","ANJALI","NA","Men","blazer","L","White","3","0","0","0.0","Other","Station Branch","rahul"
"186","2023-05-27","Walk-in","3290927914","Women","Kurti","S","Red","3","449","0","1347.0","Cash","Station Branch","House Account"
"187","2023-09-15","ANJALI","NoContact","Women","Dress","L","Red","1","349.00","0","349.0","Cash","Mall Road","Priya"
"188","14-08-2023","ANJALI","0623972652","Men","T Shirt","XXL","Navy","1","599","20","479.20000000000005","Cash","","Rahul"
"189","2024-08-14","Ramesh Gupta","NoContact","Kids","FROCK","XL","Grey","3","399","10","1077.3","UPI","Mall Road","AMIT"
"190","2025-01-21","Walk-in","6717731806","Kids","Tshirt","M","White","1","299","0","299.0","Card","","Vikas"
"191","02-01-2023","Pooja Verma","5804649893","Women","Palazzo","XXL","Navy","3","899","0","2697.0","Other","Mall Road","Rahul"
"192","2023-09-02","Walk-in","9335548640","Men","Trousers","XL","Navy","2","399","0","798.0","Cash","Mall Road","Vikas"
"193","05/23/2024","Ramesh Gupta","0468275670","Accessories","Socks","Free Size","White","1","299","0","299.0","UPI","","House Account"
"194","23-10-2023","Walk-in","7292842222","Accessories","Socks","One Size","Grey","3","299","20","0.0","UPI","Mall Road","Amit"
"195","29/05/23","Anil Kumar","NA","Women","Top","L","Yellow","1","599","0","599.0","Other","","Vikas"
"196","2023-02-26","Ramesh Gupta","3430187186","Accessories","scarf","One Size","Yellow","1","99","0","99.0","Other","Mall Road","rahul"
"197","29/01/25","ANJALI","6629912347","Women","Palazzo","L","Maroon","3","349","0","0.0","Card","Main Market","Rahul"
"198","08/11/23","Walk-in","3002447146","Accessories","Scarf","Free Size","Pink","2","149","15","253.29999999999998","UPI","Mall Road","Priya"
"199","04/17/2024","Anil Kumar","NA","Kids","Shirt","L","Grey","3","199","0","597.0","Card","Main Market","Vikas"
"200","2024-12-05","Walk-in","5202845765","Kids","T-Shirt","M","Blue","3","299","0","0.0","UPI","Station Branch","Priya"
"201","12/17/2023","Sunita Sharma","NoContact","Accessories","CAP","Free Size","Black","1","199","0","199.0","Cash","","Sneha"
"202","2025-03-23","Walk-in","4014011939","Kids","Frock","Standard","Blue","1","0","0","0.0","UPI","Station Branch","House Account"
"203","04/12/2023","Walk-in","7592712566","Kids","Frock","XXL","Navy","1","199","10","179.1","Cash","Mall Road","Priya"
"204","03/30/2024","Walk-in","6317520716","Women","Dress","L","Pink","1","349.00","0","349.0","UPI","Main Market","Amit"
"205","13/02/25","Anil Kumar","9678427114","Men","Jeans","Standard","White","1","999","20","799.2","Cash","Mall Road","Rahul"
"206","2024-05-17","Sunita Sharma","8800616756","Women","Dress","M","Green","1","1199","0","1199.0","Cash","Mall Road","rahul"
"207","27/09/23","Pooja Verma","5450090255","Women","Leggings","XL","Blue","1","1599","0","1599.0","Card","Mall Road","House Account"
"208","2023-01-21","Anil Kumar","NoContact","Accessories","Scarf","Free Size","White","3","0","0","0.0","Card","Mall Road","Rahul"
"209","2024-05-29","Walk-in","5637183440","Accessories","Socks","One Size","Maroon","2","0","0","0.0","Cash","","Priya"
"210","11/17/2023","Pooja Verma","9878208297","Kids","SHORTS","XXL","Pink","1","299","0","299.0","Other","Station Branch","rahul"
"211","2024-02-27","Sunita Sharma","4936312303","Men","Kurta","L","Grey","3","499","0","1497.0","Cash","Main Market","Amit"
"212","02-11-2023","Pooja Verma","1623198189","Kids","Frock","L","Green","1","299","10","269.1","Cash","Mall Road","House Account"
"213","2023-04-26","Walk-in","3425754090","Accessories","Wallet","Free Size","Black","2","199.00","0","398.0","UPI","Mall Road","rahul"
"214","11/01/2023","Walk-in","5604177656","Kids","SHORTS","XXL","White","1","499","10","449.1","Card","Mall Road","House Account"
"215","12/31/2024","Pooja Verma","5772429543","Accessories","Belt","Free Size","Grey","1","99.00","0","99.0","UPI","Main Market","Rahul"
"216","03-08-2024","Walk-in","6771333447","Men","Kurta","S","Grey","1","499.00","10","449.1","Other","Main Market","rahul"
"217","10/12/24","Ramesh Gupta","6941180053","Women","dress","S","Green","1","449","0","0.0","Cash","Main Market","Vikas"
"218","27/06/24","Walk-in","5027456449","Accessories","Scarf","One Size","Black","1","199","0","199.0","Card","Main Market","AMIT"
"219","2024-01-01","ANJALI","1215134228","Men","t-shirt","S","White","1","499","10","449.1","Cash","Station Branch","Amit"
"220","30/04/25","ANJALI","4905097592","Accessories","Belt","One Size","Blue","1","99","0","0.0","Cash","","Priya"
"221","10/31/2024","Walk-in","6492515837","Accessories","Belt","One Size","Black","1","0","15","0.0","Card","Mall Road","Amit"
"222","31/03/25","Sunita Sharma","NoContact","Accessories","CAP","Free Size","Pink","2","149","0","298.0","UPI","Mall Road","Vikas"
"223","2023-03-25","Walk-in","NoContact","Men","KURTA","S","Pink","2","0","15","0.0","Card","Main Market","Priya"
"224","23-09-2023","Pooja Verma","0610277697","Accessories","Scarf","One Size","Grey","1","199","0","199.0","Other","Mall Road","Vikas"
