transaction_id,transaction_date,customer_name,phone_number,category,item_name,item_size,color,quantity,price_per_unit,discount_percentage,total_amount,payment_mode,branch_name,sales_rep_name
83,29/06/2024,Walk-in,NA,Kids,T-Shirt,S,White,1,399,10,359.1,UPI,Unknown,Priya
84,14/08/2024,Pooja Verma,1168457759,Women,Dupatta,S,Green,3,1599,10,4317.3,Card,Unknown,House Account
85,18/12/2023,Walk-in,NA,Men,Jacket,M,Maroon,2,1499,0,2998.0,Cash,Mall Road,Amit
86,02/10/2024,Ramesh Gupta,1103712938,Men,Trousers,M,Green,1,499,0,499.0,Card,Unknown,Amit
87,24/11/2024,Walk-in,0927532697,Accessories,Belt,Free Size,Blue,1,99,20,79.2,Card,Mall Road,Rahul
88,06/02/2024,Walk-in,3761379180,Kids,Frock,L,Blue,1,399,0,399.0,Card,Station Branch,Amit
89,19/12/2024,Walk-in,8924141832,Accessories,Belt,Free Size,Red,1,99,0,99.0,Cash,Mall Road,Rahul
90,22/12/2023,Walk-in,4252410564,Women,Kurti,S,Maroon,1,899,10,809.1,UPI,Mall Road,Rahul
91,08/09/2023,ANJALI,2208635365,Accessories,Socks,Free Size,Black,2,399,0,798.0,Cash,Main Market,Sneha
92,08/11/2023,Ramesh Gupta,9738320603,Men,Trousers,Standard,Green,1,0,0,0.0,Other,Mall Road,Vikas
93,17/01/2024,Walk-in,8261990623,Men,T-Shirt,XL,Grey,3,0,0,0.0,Card,Mall Road,Amit
94,01/08/2023,Sunita Sharma,1124903521,Kids,Frock,Standard,Black,1,199,0,199.0,Cash,Main Market,Rahul
95,17/01/2024,Sunita Sharma,1013721510,Accessories,Socks,Free Size,Grey,1,0,0,0.0,Card,Main Market,Rahul
96,22/06/2025,ANJALI,NA,Accessories,Wallet,Free Size,Black,1,0,0,0.0,UPI,Main Market,Rahul
97,12/07/2023,Walk-in,7010393087,Women,Saree,XXL,Yellow,2,0,0,0.0,Cash,Mall Road,Rahul
98,11/06/2023,ANJALI,2895392644,Men,T-Shirt,S,Pink,2,1499,0,2998.0,Card,Station Branch,Rahul
99,01/04/2023,ANJALI,NA,Women,Top,XXL,White,1,1199,0,1199.0,Cash,Unknown,Rahul
100,19/08/2023,ANJALI,NA,Men,Trousers,XL,Black,1,799,0,799.0,Cash,Main Market,House Account
101,30/07/2023,Pooja Verma,8444310698,Women,Dress,S,Pink,2,599.00,0,1198.0,Other,Unknown,Amit
102,19/10/2024,Pooja Verma,NA,Women,Kurti,M,Black,1,599,10,539.1,UPI,Mall Road,Amit
103,10/05/2025,Walk-in,8793741608,Kids,Frock,XXL,Red,1,199,0,199.0,Card,Main Market,Amit
104,06/04/2025,Walk-in,6854870998,Women,Dupatta,M,Red,3,349,0,1047.0,Cash,Main Market,Priya
105,29/06/2025,Ramesh Gupta,NA,Kids,Shorts,L,Maroon,2,499,0,998.0,Card,Mall Road,Vikas
106,21/02/2024,Walk-in,0821486289,Kids,Shirt,M,Black,2,499,0,998.0,UPI,Main Market,Amit
107,23/08/2024,Anil Kumar,4140602933,Men,Jeans,L,Yellow,1,1499,0,1499.0,Other,Main Market,Amit
108,17/06/2024,Pooja Verma,0858994417,Women,Palazzo,XXL,Red,1,599.00,0,599.0,UPI,Unknown,Vikas
109,06/02/2023,Ramesh Gupta,3875842824,Women,Saree,S,Navy,1,1599,0,1599.0,Cash,Unknown,House Account
110,17/08/2024,Walk-in,3816846022,Men,T-Shirt,M,Green,3,799,0,2397.0,Cash,Mall Road,Amit
111,09/03/2025,Walk-in,6667600835,Men,Trousers,M,Yellow,1,1299,0,1299.0,Cash,Unknown,Sneha
112,30/07/2023,Sunita Sharma,1849926189,Accessories,Scarf,Free Size,Blue,1,99,0,99.0,UPI,Mall Road,Sneha
113,30/06/2025,Walk-in,2557941552,Accessories,Scarf,Free Size,Red,2,99,10,178.2,Card,Mall Road,Amit
114,20/06/2025,ANJALI,1670145089,Men,T-Shirt,M,Blue,1,799,0,799.0,UPI,Main Market,Rahul
115,08/02/2025,Anil Kumar,NA,Women,Dress,Standard,Black,3,1999,0,5997.0,Other,Mall Road,Rahul
116,24/07/2024,Walk-in,9948837550,Women,Kurti,XL,Navy,2,349,0,698.0,Other,Mall Road,Amit
117,30/01/2025,Walk-in,3316373516,Men,Shirt,S,Yellow,1,599,0,599.0,Card,Mall Road,Amit
118,31/05/2024,Pooja Verma,3465472269,Accessories,Belt,Free Size,Navy,1,399,0,399.0,UPI,Unknown,Sneha
119,07/08/2024,Walk-in,6081062003,Women,Saree,L,Black,2,1599,0,3198.0,Cash,Main Market,Vikas
120,26/01/2024,Pooja Verma,5800439735,Women,Dupatta,L,Grey,3,1199,0,3597.0,UPI,Mall Road,Amit
121,08/06/2023,Walk-in,9094798515,Men,T-Shirt,XXL,Blue,2,799,0,1598.0,UPI,Station Branch,Rahul
122,21/12/2023,Ramesh Gupta,9930561648,Men,Jeans,M,Yellow,1,599,10,539.1,UPI,Mall Road,Amit
123,30/07/2023,Pooja Verma,1207501102,Men,Jeans,L,Pink,1,399,10,359.1,Card,Mall Road,Rahul
124,16/03/2025,Walk-in,7660728326,Accessories,Scarf,Free Size,Blue,1,0,10,0.0,Other,Mall Road,Rahul
125,08/06/2024,Walk-in,NA,Women,Kurti,S,Navy,2,899,0,1798.0,Other,Station Branch,Rahul
126,13/03/2023,Anil Kumar,5949299556,Accessories,Socks,Free Size,Blue,1,399.00,0,399.0,Other,Mall Road,Vikas
127,05/07/2024,Sunita Sharma,1108099693,Kids,Frock,XL,Grey,2,399,0,798.0,Cash,Mall Road,Rahul
128,10/04/2024,Walk-in,5184498926,Kids,T-Shirt,XL,White,3,0,0,0.0,Card,Main Market,Rahul
129,30/04/2025,Walk-in,2984257991,Women,Kurti,L,Black,2,899,10,1618.2,UPI,Unknown,Rahul
130,02/01/2023,Walk-in,0863765991,Women,Top,M,Grey,1,1199,10,1079.1,UPI,Station Branch,Rahul
131,22/08/2024,Sunita Sharma,6959463688,Kids,Frock,S,Navy,1,199,0,199.0,Card,Unknown,Rahul
132,23/02/2023,Pooja Verma,0127961143,Women,Dupatta,M,Grey,1,1599,0,1599.0,Other,Station Branch,Vikas
133,21/11/2024,Anil Kumar,NA,Men,Jacket,XL,Grey,2,0,0,0.0,Card,Mall Road,Rahul
134,18/02/2024,Walk-in,6818184518,Accessories,Socks,Free Size,Blue,3,399,0,1197.0,Card,Station Branch,Amit
135,10/11/2024,Walk-in,8075957947,Accessories,Wallet,Free Size,Green,3,149,10,402.3,UPI,Main Market,Rahul
136,24/01/2024,Walk-in,9428434795,Accessories,Cap,Free Size,Maroon,1,299,0,299.0,Card,Mall Road,Amit
137,05/04/2025,Walk-in,2885744890,Women,Top,XXL,White,1,349,10,314.1,Other,Main Market,Amit
138,13/08/2024,Walk-in,NA,Kids,Shorts,L,Pink,3,0,0,0.0,Card,Unknown,Amit
139,18/11/2023,Sunita Sharma,9647598762,Men,Trousers,XL,Black,3,1499,0,4497.0,Cash,Main Market,Amit
140,25/06/2025,Sunita Sharma,NA,Accessories,Belt,Free Size,Grey,1,299,0,299.0,UPI,Main Market,Rahul
141,05/02/2025,Pooja Verma,8457831745,Men,Blazer,L,Grey,2,799.00,0,1598.0,Cash,Mall Road,Vikas
142,09/02/2024,Walk-in,6634163894,Accessories,Socks,Free Size,Grey,2,199,0,398.0,Cash,Main Market,Amit
143,24/03/2024,Ramesh Gupta,NA,Kids,T-Shirt,XXL,Grey,2,499,0,998.0,Card,Mall Road,Amit
144,25/02/2025,Pooja Verma,7303718376,Men,Jeans,M,Red,3,599,0,1797.0,UPI,Station Branch,Priya
146,19/03/2025,Walk-in,9792513271,Kids,Shirt,M,Yellow,1,299,0,299.0,Card,Unknown,Amit
147,05/11/2024,Pooja Verma,NA,Accessories,Scarf,Free Size,Grey,1,149,0,149.0,UPI,Mall Road,Rahul
148,02/02/2024,Walk-in,9405391037,Kids,T-Shirt,XXL,Blue,1,299,0,299.0,Card,Mall Road,Rahul
149,03/07/2023,Walk-in,1957612286,Kids,T-Shirt,L,Blue,1,199,0,199.0,Card,Station Branch,House Account
150,01/01/2023,Sunita Sharma,8240433504,Kids,Shirt,L,Navy,1,299,0,299.0,Card,Mall Road,Amit
151,25/04/2025,Walk-in,4096105566,Women,Leggings,XXL,White,1,599,10,539.1,Cash,Unknown,Rahul
152,01/09/2024,Walk-in,NA,Men,Jeans,L,Pink,2,999,0,1998.0,Card,Main Market,Amit
153,22/09/2024,Ramesh Gupta,NA,Men,Kurta,L,Blue,1,799,0,799.0,UPI,Main Market,Priya
154,15/02/2023,Ramesh Gupta,2110392405,Accessories,Cap,Free Size,White,3,199,0,597.0,UPI,Main Market,Sneha
155,09/01/2023,Pooja Verma,5104636815,Kids,Shirt,S,Maroon,3,199,0,597.0,UPI,Unknown,Rahul
156,10/10/2023,Sunita Sharma,0843256216,Men,T-Shirt,L,Grey,2,799,10,1438.2,UPI,Main Market,Rahul
157,19/05/2023,Walk-in,9251881252,Kids,Shorts,XXL,Black,3,299,0,897.0,Card,Unknown,Vikas
158,09/03/2025,Walk-in,9752677223,Women,Dupatta,S,Black,1,349,0,349.0,Card,Main Market,Sneha
159,30/01/2025,Walk-in,0817703886,Women,Kurti,XL,Navy,3,1599,10,4317.3,UPI,Mall Road,Amit
160,22/08/2024,Walk-in,5702793714,Accessories,Scarf,Free Size,Black,2,399,10,718.2,Cash,Main Market,Amit
161,29/05/2023,Walk-in,4742123094,Kids,T-Shirt,XXL,Navy,2,499,10,898.2,UPI,Mall Road,Sneha
162,26/02/2023,Walk-in,NA,Women,Top,XL,Maroon,2,349,10,628.2,Card,Main Market,Rahul
163,24/01/2024,Pooja Verma,1472145868,Men,Trousers,Standard,Green,1,999,0,999.0,Other,Station Branch,Priya
164,24/05/2024,Walk-in,3430107139,Accessories,Socks,Free Size,Navy,1,399,0,399.0,Cash,Unknown,Sneha
165,29/06/2023,Anil Kumar,7702727857,Kids,Shorts,L,Green,1,399,0,399.0,Other,Mall Road,Rahul
167,30/04/2023,Anil Kumar,4617357438,Women,Top,L,Blue,3,599,0,1797.0,Card,Station Branch,Rahul
168,30/07/2023,ANJALI,8104091570,Accessories,Socks,Free Size,Yellow,3,199,0,597.0,UPI,Unknown,Sneha
169,23/11/2023,Walk-in,4932149587,Kids,Frock,L,Green,1,499,0,499.0,Card,Main Market,Priya
170,04/08/2024,Walk-in,7174773329,Accessories,Cap,Free Size,Navy,2,149,10,268.2,Card,Mall Road,Amit
171,26/03/2025,Anil Kumar,1487696393,Accessories,Belt,Free Size,Blue,2,149,0,298.0,UPI,Mall Road,Rahul
172,13/03/2023,Walk-in,9657013290,Kids,Frock,S,Navy,1,199,0,199.0,Card,Main Market,Sneha
173,24/02/2023,Walk-in,5140369656,Kids,Shorts,XL,Yellow,1,199,0,199.0,UPI,Mall Road,House Account
174,05/04/2025,ANJALI,9692786876,Accessories,Wallet,Free Size,Black,1,149,0,149.0,UPI,Unknown,Vikas
175,22/03/2023,Walk-in,NA,Accessories,Socks,Free Size,Red,1,99,15,84.15,Other,Unknown,Vikas
176,06/02/2025,Sunita Sharma,NA,Men,Jeans,XL,Grey,1,999,0,999.0,UPI,Unknown,Rahul
177,28/08/2024,ANJALI,2437280512,Kids,Shirt,M,Pink,3,399,20,957.6,Card,Main Market,Amit
178,28/08/2023,Pooja Verma,2860476580,Women,Saree,S,Green,1,1999,10,1799.1,UPI,Unknown,Vikas
179,07/12/2024,Anil Kumar,0106181753,Kids,Shorts,S,Green,2,499,20,798.4,UPI,Unknown,Sneha
180,11/10/2023,Anil Kumar,1406650442,Men,Blazer,S,Navy,1,499,0,499.0,Card,Main Market,Amit
181,08/02/2023,Sunita Sharma,NA,Accessories,Wallet,Free Size,Green,1,99,0,99.0,Card,Mall Road,Rahul
182,24/10/2024,Anil Kumar,5174328063,Accessories,Belt,Free Size,Maroon,1,99,0,99.0,Card,Main Market,Amit
183,05/04/2024,Walk-in,5061387829,Women,Saree,M,Red,2,1199,0,2398.0,Cash,Mall Road,Rahul
184,29/03/2025,Ramesh Gupta,NA,Women,Palazzo,S,Black,2,349.00,10,628.2,Other,Mall Road,House Account
185,20/07/2024,ANJALI,NA,Men,Blazer,L,White,3,0,0,0.0,Other,Station Branch,Rahul
186,27/05/2023,Walk-in,3290927914,Women,Kurti,S,Red,3,449,0,1347.0,Cash,Station Branch,House Account
187,15/09/2023,ANJALI,NA,Women,Dress,L,Red,1,349.00,0,349.0,Cash,Mall Road,Priya
188,14/08/2023,ANJALI,0623972652,Men,T-Shirt,XXL,Navy,1,599,20,479.2,Cash,Unknown,Rahul
189,14/08/2024,Ramesh Gupta,NA,Kids,Frock,XL,Grey,3,399,10,1077.3,UPI,Mall Road,Amit
190,21/01/2025,Walk-in,6717731806,Kids,T-Shirt,M,White,1,299,0,299.0,Card,Unknown,Vikas
191,02/01/2023,Pooja Verma,5804649893,Women,Palazzo,XXL,Navy,3,899,0,2697.0,Other,Mall Road,Rahul
192,02/09/2023,Walk-in,9335548640,Men,Trousers,XL,Navy,2,399,0,798.0,Cash,Mall Road,Vikas
193,23/05/2024,Ramesh Gupta,0468275670,Accessories,Socks,Free Size,White,1,299,0,299.0,UPI,Unknown,House Account
194,23/10/2023,Walk-in,7292842222,Accessories,Socks,Free Size,Grey,3,299,20,717.6,UPI,Mall Road,Amit
195,29/05/2023,Anil Kumar,NA,Women,Top,L,Yellow,1,599,0,599.0,Other,Unknown,Vikas
196,26/02/2023,Ramesh Gupta,3430187186,Accessories,Scarf,Free Size,Yellow,1,99,0,99.0,Other,Mall Road,Rahul
197,29/01/2025,ANJALI,6629912347,Women,Palazzo,L,Maroon,3,349,0,1047.0,Card,Main Market,Rahul
198,08/11/2023,Walk-in,3002447146,Accessories,Scarf,Free Size,Pink,2,149,15,253.3,UPI,Mall Road,Priya
199,17/04/2024,Anil Kumar,NA,Kids,Shirt,L,Grey,3,199,0,597.0,Card,Main Market,Vikas
200,05/12/2024,Walk-in,5202845765,Kids,T-Shirt,M,Blue,3,299,0,897.0,UPI,Station Branch,Priya
201,17/12/2023,Sunita Sharma,NA,Accessories,Cap,Free Size,Black,1,199,0,199.0,Cash,Unknown,Sneha
202,23/03/2025,Walk-in,4014011939,Kids,Frock,Standard,Blue,1,0,0,0.0,UPI,Station Branch,House Account
203,12/04/2023,Walk-in,7592712566,Kids,Frock,XXL,Navy,1,199,10,179.1,Cash,Mall Road,Priya
204,30/03/2024,Walk-in,6317520716,Women,Dress,L,Pink,1,349.00,0,349.0,UPI,Main Market,Amit
205,13/02/2025,Anil Kumar,9678427114,Men,Jeans,Standard,White,1,999,20,799.2,Cash,Mall Road,Rahul
206,17/05/2024,Sunita Sharma,8800616756,Women,Dress,M,Green,1,1199,0,1199.0,Cash,Mall Road,Rahul
207,27/09/2023,Pooja Verma,5450090255,Women,Leggings,XL,Blue,1,1599,0,1599.0,Card,Mall Road,House Account
208,21/01/2023,Anil Kumar,NA,Accessories,Scarf,Free Size,White,3,0,0,0.0,Card,Mall Road,Rahul
209,29/05/2024,Walk-in,5637183440,Accessories,Socks,Free Size,Maroon,2,0,0,0.0,Cash,Unknown,Priya
210,17/11/2023,Pooja Verma,9878208297,Kids,Shorts,XXL,Pink,1,299,0,299.0,Other,Station Branch,Rahul
211,27/02/2024,Sunita Sharma,4936312303,Men,Kurta,L,Grey,3,499,0,1497.0,Cash,Main Market,Amit
212,02/11/2023,Pooja Verma,1623198189,Kids,Frock,L,Green,1,299,10,269.1,Cash,Mall Road,House Account
213,26/04/2023,Walk-in,3425754090,Accessories,Wallet,Free Size,Black,2,199.00,0,398.0,UPI,Mall Road,Rahul
214,01/11/2023,Walk-in,5604177656,Kids,Shorts,XXL,White,1,499,10,449.1,Card,Mall Road,House Account
215,31/12/2024,Pooja Verma,5772429543,Accessories,Belt,Free Size,Grey,1,99.00,0,99.0,UPI,Main Market,Rahul
216,03/08/2024,Walk-in,6771333447,Men,Kurta,S,Grey,1,499.00,10,449.1,Other,Main Market,Rahul
217,10/12/2024,Ramesh Gupta,6941180053,Women,Dress,S,Green,1,449,0,449.0,Cash,Main Market,Vikas
218,27/06/2024,Walk-in,5027456449,Accessories,Scarf,Free Size,Black,1,199,0,199.0,Card,Main Market,Amit
219,01/01/2024,ANJALI,1215134228,Men,T-Shirt,S,White,1,499,10,449.1,Cash,Station Branch,Amit
220,30/04/2025,ANJALI,4905097592,Accessories,Belt,Free Size,Blue,1,99,0,99.0,Cash,Unknown,Priya
221,31/10/2024,Walk-in,6492515837,Accessories,Belt,Free Size,Black,1,0,15,0.0,Card,Mall Road,Amit
222,31/03/2025,Sunita Sharma,NA,Accessories,Cap,Free Size,Pink,2,149,0,298.0,UPI,Mall Road,Vikas
223,25/03/2023,Walk-in,NA,Men,Kurta,S,Pink,2,0,15,0.0,Card,Main Market,Priya
224,23/09/2023,Pooja Verma,0610277697,Accessories,Scarf,Free Size,Grey,1,199,0,199.0,Other,Mall Road,Vikas
225,28/05/2025,Ramesh Gupta,NA,Men,T-Shirt,S,White,2,399,0,798.0,Cash,Main Market,Amit
226,18/03/2024,ANJALI,9840767899,Accessories,Cap,Free Size,Grey,1,199,0,199.0,Cash,Mall Road,House Account
227,24/11/2024,Walk-in,8015619318,Women,Saree,XXL,Grey,1,1999,0,1999.0,Cash,Station Branch,Vikas
228,21/06/2023,Ramesh Gupta,2478712552,Women,Dupatta,S,Grey,3,899,10,2427.3,Cash,Main Market,Amit
229,01/04/2025,Pooja Verma,7850720811,Kids,Shorts,S,Green,3,499,0,1497.0,Cash,Unknown,Amit
230,08/11/2023,Walk-in,NA,Men,Kurta,XXL,Yellow,2,0,0,0.0,Card,Main Market,Rahul
231,19/10/2023,Walk-in,8315893571,Men,Trousers,XXL,Red,2,799,20,1278.4,Card,Main Market,Amit
232,02/03/2024,Walk-in,7728813770,Women,Dress,L,Pink,1,1199,10,1079.1,Card,Main Market,Priya
